doc_id,content,doc_type,topic,argument_type,metadata,full_context
1_97_premise,"The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published.",premise,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | PREMISE: The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published."
2_9_premise,"F.B.I. data shows that youth violence continues to decline. It is now at its lowest rate in years. Violent video games, therefore, can hardly be seen as a major problem since they've been around for years.",premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,"TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: F.B.I. data shows that youth violence continues to decline. It is now at its lowest rate in years. Violent video games, therefore, can hardly be seen as a major problem since they've been around for years."
2_9_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Violent games make youth more agressive/violent.
2_10_premise,"TV violence is more harmful than violent video games. The New York Times. June 27, 2011: ""there is much better evidence to support psychological harm from exposure to violence on TV news.""",premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,"TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: TV violence is more harmful than violent video games. The New York Times. June 27, 2011: ""there is much better evidence to support psychological harm from exposure to violence on TV news."""
2_10_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Violent games make youth more agressive/violent.
2_11_premise,"Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds.",premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,"TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds."
2_11_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Violent games make youth more agressive/violent.
2_12_premise,Violent video games are real danger to young minds.,premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: Violent video games are real danger to young minds.
2_12_hypothesis,"Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds.",hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,"TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds."
2_13_premise,"Research studies have yielded the conclusion that the effect of violent media consumption on aggressive behavior is in the same ballpark statistically as the effect of smoking on lung cancer, the effect of lead exposure on children's intellectual development and the effect of asbestos on laryngeal cancer.",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: Research studies have yielded the conclusion that the effect of violent media consumption on aggressive behavior is in the same ballpark statistically as the effect of smoking on lung cancer, the effect of lead exposure on children's intellectual development and the effect of asbestos on laryngeal cancer."
2_13_hypothesis,Violent video games are real danger to young minds.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Violent video games are real danger to young minds.
2_14_premise,Psychological studies purporting to show a connection between exposure to violent video games and harmful effects on children do not prove that such exposure causes minors to act aggressively. Any demon-strated effects are both small and indistinguishable from effects pro-duced by other media.,premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: Psychological studies purporting to show a connection between exposure to violent video games and harmful effects on children do not prove that such exposure causes minors to act aggressively. Any demon-strated effects are both small and indistinguishable from effects pro-duced by other media.
2_14_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Violent games make youth more agressive/violent.
2_15_premise,"Justice Breyer: ""Unlike the majority. I would find sufficient grounds in these studies and expert opinions for this court to defer to an elected legislature's conclusion that violent video games are particularly likely to harm children.""",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: Justice Breyer: ""Unlike the majority. I would find sufficient grounds in these studies and expert opinions for this court to defer to an elected legislature's conclusion that violent video games are particularly likely to harm children."""
2_15_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Violent games make youth more agressive/violent.
2_16_premise,"China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis.",premise,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | PREMISE: China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis."
2_16_hypothesis,"China's ""one child"" policy is the key to control China's population.",hypothesis,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | HYPOTHESIS: China's ""one child"" policy is the key to control China's population."
2_17_premise,China is home to more than one-fifth of the world's population. It thoroughly understands the responsibility it bears in stabilizing world population growth and the essential role it should play. Family planning as an effective solution to China's population problems is more than just responsibility towards the well-being of the Chinese people and future generations; it is a duty owed to maintaining the stability of the world population.,premise,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | PREMISE: China is home to more than one-fifth of the world's population. It thoroughly understands the responsibility it bears in stabilizing world population growth and the essential role it should play. Family planning as an effective solution to China's population problems is more than just responsibility towards the well-being of the Chinese people and future generations; it is a duty owed to maintaining the stability of the world population.
2_17_hypothesis,"China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis.",hypothesis,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | HYPOTHESIS: China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis."
2_18_premise,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",premise,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | PREMISE: China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise."
2_18_hypothesis,"China's ""one child"" policy is the key to control China's population.",hypothesis,Chinaonechildpolicy,support,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: support | HYPOTHESIS: China's ""one child"" policy is the key to control China's population."
2_19_premise,"Condoms/sex-ed better population control than ""one child"". Countries that simply improved access to contraceptives, Thailand and Indonesia for instance, did as much to reduce fertility as China, with its draconian policies.",premise,Chinaonechildpolicy,attack,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack | PREMISE: Condoms/sex-ed better population control than ""one child"". Countries that simply improved access to contraceptives, Thailand and Indonesia for instance, did as much to reduce fertility as China, with its draconian policies."
2_19_hypothesis,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",hypothesis,Chinaonechildpolicy,attack,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack | HYPOTHESIS: China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise."
2_20_premise,"India achieved stabilization without population control. There are ways to achieve population-size sustainability without implementing a ""one child"" policy. There are alternative means.",premise,Chinaonechildpolicy,attack,TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack,"TOPIC: Chinaonechildpolicy | ARGUMENT_TYPE: attack | PREMISE: India achieved stabilization without population control. There are ways to achieve population-size sustainability without implementing a ""one child"" policy. There are alternative means."
